ID Cliente,Nome Cliente,Distância (km),Tipo Entrega,Tipo Pagamento,Data e Horário do Pedido,Pedido,Valor Total (R$),Quantidade de Itens,Tem Pizza,Tem Bebida
164,Cliente_164,4.21,Retirada,Cartão Crédito,2024-12-02 21:41:00,"Romeu e Julieta, Cerveja Long Neck, Cerveja Lata",42.5,3,1,1
111,Cliente_111,7.25,Entrega Rápida,PIX,2024-02-28 23:51:00,"Strogonoff de Frango, Calabresa, Pesto, Sorvete, Banana com Canela, Cerveja Long Neck",147.0,6,1,1
166,Cliente_166,10.37,Entrega Rápida,Cartão Débito,2024-04-26 20:03:00,"Calabresa, Calabresa, Quatro Queijos, Camarão, Cerveja Lata",126.0,5,1,1
134,Cliente_134,1.72,Entrega Padrão,Dinheiro,2024-03-15 19:35:00,"Chocolate com Morango, Camarão, Português, Português, Abacaxi",139.0,5,1,0
167,Cliente_167,12.8,Retirada,Cartão Crédito,2024-05-25 19:33:00,"Napolitana, Refrigerante 2L, Refrigerante Lata",40.5,3,1,1
75,Cliente_75,3.25,Retirada,Cartão Crédito,2024-10-19 22:47:00,"Abacaxi, Refrigerante Lata, Refrigerante Lata",33.0,3,1,1
130,Cliente_130,6.1,Entrega Padrão,PIX,2024-08-13 20:48:00,"Abacaxi, Quatro Queijos, Chocolate com Morango, Português, Vegetariana, Cerveja Lata, Cerveja Lata",146.0,7,1,1
85,Cliente_85,13.14,Entrega Padrão,Cartão Crédito,2024-08-16 18:25:00,"Chocolate, Refrigerante 2L, Cerveja Long Neck",44.0,3,1,1
97,Cliente_97,12.74,Retirada,PIX,2024-05-21 21:57:00,"Refrigerante Lata, Cerveja Long Neck, Cerveja Long Neck",29.0,3,0,1
21,Cliente_21,11.97,Entrega Padrão,Cartão Crédito,2024-10-09 18:37:00,Mexicana,32.0,1,1,0
116,Cliente_116,14.42,Retirada,PIX,2024-08-26 22:03:00,"Quatro Queijos, Alho e Óleo, Bacon, Brócolis com Bacon, Frango com Catupiry",143.5,5,1,0
14,Cliente_14,7.14,Entrega Padrão,PIX,2024-07-06 22:54:00,"Chocolate, Palmito, Bacon, Pepperoni, Cerveja Long Neck, Refrigerante Lata, Refrigerante Lata",133.0,7,1,1
79,Cliente_79,7.36,Entrega Padrão,Cartão Crédito,2024-08-19 21:34:00,"Cerveja Long Neck, Cerveja Lata",19.0,2,0,1
88,Cliente_88,11.29,Retirada,PIX,2024-03-09 22:48:00,Cerveja Lata,7.0,1,0,1
13,Cliente_13,4.32,Entrega Rápida,Cartão Crédito,2024-04-27 20:08:00,"Banana com Canela, Cerveja Lata, Refrigerante 2L, Cerveja Lata",45.5,4,1,1
57,Cliente_57,11.01,Entrega Padrão,Cartão Crédito,2024-11-04 20:39:00,"Camarão, Palmito",64.5,2,1,0
19,Cliente_19,3.93,Entrega Rápida,Cartão Crédito,2024-03-15 21:49:00,"Carne Seca, Romeu e Julieta, Cerveja Long Neck",69.5,3,1,1
16,Cliente_16,1.3,Retirada,Dinheiro,2024-12-20 21:10:00,"Sorvete, Cerveja Long Neck, Refrigerante 2L",48.0,3,1,1
99,Cliente_99,9.43,Entrega Rápida,PIX,2024-06-27 20:54:00,"Palmito, Brócolis com Bacon, Chocolate",81.5,3,1,0
170,Cliente_170,2.74,Entrega Padrão,Cartão Crédito,2024-08-17 19:05:00,"Brócolis com Bacon, Bacon, Cerveja Long Neck, Cerveja Long Neck, Refrigerante 2L",92.5,5,1,1
99,Cliente_99,13.82,Entrega Rápida,Dinheiro,2024-07-08 21:40:00,"Camarão, Margarida, Frango com Catupiry, Alho e Óleo",117.5,4,1,0
61,Cliente_61,1.43,Entrega Padrão,Cartão Débito,2024-06-29 20:56:00,"Lombo com Catupiry, Sorvete",56.0,2,1,0
139,Cliente_139,5.94,Retirada,Cartão Débito,2024-09-30 18:38:00,"Pepperoni, Brócolis com Bacon, Atum, Carne Seca, Cerveja Long Neck, Cerveja Long Neck",147.0,6,1,1
29,Cliente_29,6.14,Entrega Padrão,Cartão Débito,2024-05-07 19:29:00,,0.0,0,0,0
198,Cliente_198,2.82,Retirada,Dinheiro,2024-07-25 21:12:00,"Strogonoff de Carne, Cerveja Lata, Refrigerante Lata, Refrigerante 2L",55.0,4,1,1
111,Cliente_111,11.04,Entrega Rápida,Cartão Débito,2024-07-08 22:15:00,,0.0,0,0,0
102,Cliente_102,7.57,Entrega Padrão,Cartão Débito,2024-04-24 22:31:00,"Lombo com Catupiry, Calabresa, Palmito, Banana com Canela, Refrigerante Lata, Cerveja Long Neck",125.5,6,1,1
183,Cliente_183,13.24,Entrega Padrão,Dinheiro,2024-11-19 19:06:00,"Atum, Pesto, Pepperoni",86.5,3,1,0
129,Cliente_129,5.86,Entrega Rápida,PIX,2024-09-09 19:41:00,,0.0,0,0,0
90,Cliente_90,8.7,Entrega Padrão,Cartão Débito,2024-04-19 19:55:00,"Lombo com Catupiry, Pesto, Vegetariana, Vegetariana, Banana com Canela, Refrigerante Lata, Cerveja Long Neck, Refrigerante 2L",160.0,8,1,1
161,Cliente_161,3.31,Entrega Rápida,Cartão Débito,2024-01-24 22:43:00,"Quatro Queijos, Português, Prestígio, Strogonoff de Frango, Calabresa",141.5,5,1,0
144,Cliente_144,13.43,Entrega Rápida,Dinheiro,2024-05-24 22:16:00,"Margarida, Brócolis com Bacon",56.5,2,1,0
76,Cliente_76,11.42,Retirada,Dinheiro,2024-11-14 20:35:00,"Palmito, Calabresa, Refrigerante Lata, Cerveja Long Neck",74.0,4,1,1
116,Cliente_116,3.74,Entrega Rápida,Dinheiro,2024-05-17 23:39:00,"Banana com Canela, Banana com Canela, Cerveja Lata",50.0,3,1,1
55,Cliente_55,2.21,Entrega Rápida,Cartão Crédito,2024-04-24 19:50:00,"Mexicana, Romeu e Julieta, Cerveja Lata, Cerveja Lata",69.5,4,1,1
135,Cliente_135,4.81,Entrega Rápida,Dinheiro,2024-08-29 23:13:00,"Palmito, Chocolate com Morango",54.5,2,1,0
101,Cliente_101,13.38,Entrega Padrão,Cartão Crédito,2024-07-07 20:11:00,"Calabresa, Quatro Queijos, Banana com Canela, Cerveja Long Neck, Cerveja Lata, Cerveja Long Neck",109.0,6,1,1
149,Cliente_149,3.44,Retirada,Cartão Débito,2024-11-03 22:21:00,"Quatro Queijos, Mexicana, Strogonoff de Carne",94.0,3,1,0
108,Cliente_108,1.3,Entrega Padrão,Dinheiro,2024-03-09 19:35:00,"Cerveja Lata, Cerveja Lata, Refrigerante Lata",19.0,3,0,1
130,Cliente_130,11.38,Entrega Padrão,Cartão Débito,2024-08-17 20:42:00,Palmito,29.5,1,1,0
29,Cliente_29,10.41,Retirada,PIX,2024-04-17 21:21:00,"Catupiry, Quatro Queijos, Quatro Queijos, Mussarela, Brócolis com Bacon, Cerveja Lata",174.5,6,1,1
87,Cliente_87,14.22,Entrega Padrão,PIX,2024-04-15 21:26:00,"Cerveja Lata, Refrigerante Lata",12.0,2,0,1
40,Cliente_40,1.81,Entrega Rápida,Cartão Débito,2024-01-27 21:39:00,"Pepperoni, Chocolate com Morango, Vegetariana, Refrigerante 2L, Refrigerante 2L, Cerveja Lata",110.0,6,1,1
160,Cliente_160,8.56,Entrega Rápida,Dinheiro,2024-06-13 23:36:00,"Cerveja Long Neck, Refrigerante 2L, Cerveja Lata",29.0,3,0,1
16,Cliente_16,6.66,Entrega Rápida,Cartão Crédito,2024-01-09 21:53:00,"Carne Seca, Atum, Pesto, Strogonoff de Frango, Catupiry",151.5,5,1,0
66,Cliente_66,1.63,Entrega Rápida,PIX,2024-03-09 20:38:00,"Bacon, Mussarela, Chocolate com Morango, Chocolate com Morango, Catupiry, Refrigerante 2L",168.0,6,1,1
193,Cliente_193,3.28,Entrega Rápida,PIX,2024-11-26 19:30:00,Chocolate,22.0,1,1,0
45,Cliente_45,1.69,Entrega Padrão,Cartão Débito,2024-05-08 19:46:00,"Camarão, Quatro Queijos, Pesto, Sorvete, Milho com Bacon, Refrigerante 2L, Refrigerante Lata, Refrigerante Lata",166.0,8,1,1
123,Cliente_123,12.52,Entrega Padrão,PIX,2024-07-31 20:27:00,"Atum, Atum, Carne Seca, Abacaxi, Refrigerante 2L, Cerveja Lata, Refrigerante 2L",140.0,7,1,1
162,Cliente_162,1.8,Retirada,Cartão Crédito,2024-09-30 23:27:00,"Português, Sorvete, Refrigerante 2L",64.0,3,1,1
45,Cliente_45,8.37,Entrega Rápida,Dinheiro,2024-12-27 18:38:00,"Banana com Canela, Napolitana, Banana com Canela, Cerveja Long Neck, Refrigerante 2L, Refrigerante 2L",100.5,6,1,1
25,Cliente_25,9.55,Entrega Padrão,Cartão Crédito,2024-04-08 20:16:00,"Português, Alho e Óleo, Frango com Catupiry, Cerveja Long Neck, Cerveja Long Neck, Refrigerante Lata",113.0,6,1,1
111,Cliente_111,0.56,Entrega Rápida,PIX,2024-08-21 20:04:00,"Chocolate com Morango, Strogonoff de Frango, Carne Seca, Cerveja Long Neck",103.5,4,1,1
172,Cliente_172,13.44,Retirada,Cartão Débito,2024-07-27 22:10:00,"Abacaxi, Romeu e Julieta, Pepperoni, Prestígio, Cerveja Long Neck",114.0,5,1,1
31,Cliente_31,0.56,Retirada,Dinheiro,2024-04-22 23:01:00,"Chocolate, Português, Atum, Cerveja Long Neck, Cerveja Long Neck, Cerveja Long Neck",114.0,6,1,1
117,Cliente_117,9.08,Entrega Rápida,Cartão Crédito,2024-10-21 19:10:00,"Camarão, Refrigerante Lata, Cerveja Lata, Refrigerante Lata",52.0,4,1,1
145,Cliente_145,3.09,Entrega Rápida,Cartão Débito,2024-05-21 23:20:00,"Lombo com Catupiry, Alho e Óleo, Atum, Cerveja Lata",91.0,4,1,1
177,Cliente_177,9.15,Entrega Rápida,Cartão Débito,2024-08-06 23:32:00,"Banana com Canela, Atum, Mussarela, Cerveja Long Neck, Refrigerante Lata, Refrigerante Lata",121.5,6,1,1
108,Cliente_108,5.88,Retirada,PIX,2024-01-08 18:22:00,"Refrigerante 2L, Cerveja Long Neck",22.0,2,0,1
7,Cliente_7,10.09,Entrega Padrão,Cartão Crédito,2024-06-03 19:20:00,"Pepperoni, Calabresa, Refrigerante Lata, Cerveja Long Neck, Refrigerante Lata",80.5,5,1,1
15,Cliente_15,0.69,Entrega Padrão,Cartão Débito,2024-04-20 19:51:00,"Lombo com Catupiry, Pesto, Mexicana, Milho com Bacon, Português, Cerveja Lata",153.0,6,1,1
40,Cliente_40,11.55,Entrega Rápida,Cartão Crédito,2024-05-28 21:12:00,"Mexicana, Português, Bacon, Carne Seca, Pepperoni, Refrigerante Lata",158.5,6,1,1
44,Cliente_44,1.46,Entrega Padrão,Cartão Crédito,2024-09-09 23:29:00,"Pesto, Refrigerante 2L",37.5,2,1,1
173,Cliente_173,4.17,Retirada,Cartão Débito,2024-10-20 21:46:00,"Pepperoni, Pesto, Bacon, Refrigerante Lata, Refrigerante Lata, Refrigerante 2L",107.0,6,1,1
159,Cliente_159,2.67,Entrega Padrão,Cartão Débito,2024-03-17 21:48:00,"Strogonoff de Carne, Refrigerante Lata, Refrigerante Lata",43.0,3,1,1
160,Cliente_160,9.64,Entrega Rápida,Cartão Débito,2024-05-16 18:06:00,"Chocolate com Morango, Calabresa, Chocolate com Morango, Pesto",105.0,4,1,0
151,Cliente_151,8.61,Entrega Rápida,Cartão Débito,2024-06-18 23:39:00,"Banana com Canela, Calabresa, Vegetariana, Refrigerante 2L",86.0,4,1,1
112,Cliente_112,12.21,Entrega Rápida,PIX,2024-10-23 21:04:00,"Romeu e Julieta, Mexicana, Mussarela, Refrigerante 2L, Refrigerante 2L",125.5,5,1,1
144,Cliente_144,4.95,Entrega Padrão,Cartão Débito,2024-10-20 21:51:00,Cerveja Lata,7.0,1,0,1
69,Cliente_69,11.92,Retirada,Cartão Crédito,2024-03-01 18:33:00,"Chocolate, Pepperoni, Napolitana, Vegetariana, Banana com Canela",127.0,5,1,0
84,Cliente_84,7.34,Entrega Padrão,Dinheiro,2024-06-02 22:21:00,"Pepperoni, Palmito, Refrigerante 2L, Refrigerante 2L, Cerveja Lata",87.5,5,1,1
79,Cliente_79,10.85,Entrega Rápida,Cartão Crédito,2024-10-07 18:35:00,"Mussarela, Calabresa, Prestígio, Milho com Bacon, Camarão, Cerveja Lata, Refrigerante 2L, Refrigerante Lata",187.5,8,1,1
172,Cliente_172,13.38,Retirada,PIX,2024-04-18 23:59:00,Romeu e Julieta,23.5,1,1,0
43,Cliente_43,4.61,Entrega Padrão,Dinheiro,2024-04-23 22:37:00,"Lombo com Catupiry, Brócolis com Bacon, Atum, Mexicana, Strogonoff de Carne, Cerveja Long Neck, Cerveja Lata",172.0,7,1,1
4,Cliente_4,1.89,Entrega Rápida,PIX,2024-03-28 23:35:00,"Strogonoff de Carne, Napolitana, Cerveja Long Neck, Cerveja Long Neck",82.5,4,1,1
176,Cliente_176,13.02,Retirada,PIX,2024-07-08 19:32:00,"Chocolate, Lombo com Catupiry, Frango com Catupiry, Alho e Óleo, Prestígio",132.5,5,1,0
160,Cliente_160,11.77,Entrega Padrão,Cartão Crédito,2024-06-10 19:35:00,"Chocolate, Português, Mussarela, Mexicana, Cerveja Long Neck, Cerveja Lata",151.0,6,1,1
82,Cliente_82,9.11,Entrega Rápida,Cartão Débito,2024-03-18 23:26:00,"Vegetariana, Português, Sorvete",81.0,3,1,0
72,Cliente_72,5.25,Entrega Rápida,Cartão Crédito,2024-08-08 23:56:00,"Banana com Canela, Cerveja Lata",28.5,2,1,1
69,Cliente_69,4.4,Retirada,PIX,2024-04-06 19:24:00,"Sorvete, Calabresa, Cerveja Lata, Cerveja Lata, Refrigerante Lata",72.5,5,1,1
21,Cliente_21,3.58,Entrega Rápida,Cartão Débito,2024-06-17 23:58:00,"Chocolate com Morango, Romeu e Julieta, Lombo com Catupiry, Chocolate com Morango, Romeu e Julieta, Refrigerante 2L, Refrigerante Lata",142.0,7,1,1
198,Cliente_198,9.88,Entrega Rápida,Cartão Débito,2024-02-21 18:23:00,"Atum, Napolitana, Carne Seca, Margarida, Refrigerante Lata, Refrigerante 2L",129.0,6,1,1
168,Cliente_168,3.17,Retirada,Cartão Crédito,2024-11-11 19:50:00,"Palmito, Refrigerante Lata, Cerveja Lata",41.5,3,1,1
125,Cliente_125,13.32,Entrega Rápida,Dinheiro,2024-01-21 19:35:00,"Milho com Bacon, Vegetariana, Cerveja Lata, Refrigerante 2L",72.5,4,1,1
118,Cliente_118,10.2,Retirada,PIX,2024-05-19 22:59:00,"Chocolate, Chocolate com Morango, Alho e Óleo, Calabresa, Abacaxi, Refrigerante Lata",128.5,6,1,1
149,Cliente_149,12.25,Entrega Padrão,Cartão Débito,2024-03-04 22:38:00,"Milho com Bacon, Cerveja Long Neck, Cerveja Lata, Cerveja Long Neck",59.5,4,1,1
15,Cliente_15,4.37,Retirada,Cartão Débito,2024-09-21 18:42:00,"Strogonoff de Frango, Cerveja Long Neck, Cerveja Lata, Refrigerante Lata",56.5,4,1,1
195,Cliente_195,5.69,Entrega Padrão,Cartão Débito,2024-12-05 20:19:00,"Quatro Queijos, Mexicana, Alho e Óleo, Alho e Óleo, Margarida, Refrigerante 2L",149.5,6,1,1
97,Cliente_97,6.53,Entrega Padrão,Dinheiro,2024-08-27 19:37:00,"Strogonoff de Carne, Mexicana, Pesto, Mussarela, Banana com Canela, Refrigerante Lata",169.0,6,1,1
188,Cliente_188,14.93,Entrega Padrão,Dinheiro,2024-08-10 23:42:00,"Banana com Canela, Português, Frango com Catupiry, Cerveja Long Neck",91.5,4,1,1
191,Cliente_191,6.24,Entrega Padrão,Cartão Crédito,2024-06-05 20:51:00,"Romeu e Julieta, Frango com Catupiry, Pesto, Lombo com Catupiry, Bacon, Cerveja Long Neck, Cerveja Long Neck",163.5,7,1,1
63,Cliente_63,14.93,Entrega Padrão,Dinheiro,2024-09-22 19:22:00,"Prestígio, Chocolate, Romeu e Julieta, Calabresa, Refrigerante 2L, Refrigerante Lata, Refrigerante 2L",122.5,7,1,1
52,Cliente_52,5.83,Retirada,PIX,2024-12-10 18:37:00,"Brócolis com Bacon, Brócolis com Bacon, Vegetariana, Calabresa",114.5,4,1,0
96,Cliente_96,1.59,Entrega Rápida,PIX,2024-08-02 21:13:00,Abacaxi,23.0,1,1,0
45,Cliente_45,13.39,Retirada,PIX,2024-10-14 18:49:00,"Chocolate, Lombo com Catupiry, Cerveja Long Neck",64.0,3,1,1
117,Cliente_117,14.44,Retirada,Dinheiro,2024-07-09 18:02:00,"Pesto, Alho e Óleo, Calabresa, Pepperoni, Bacon",140.5,5,1,0
74,Cliente_74,0.6,Entrega Rápida,PIX,2024-01-12 20:55:00,"Pepperoni, Margarida, Carne Seca",91.5,3,1,0
140,Cliente_140,6.32,Entrega Rápida,Dinheiro,2024-05-28 23:56:00,"Brócolis com Bacon, Sorvete, Strogonoff de Frango",88.5,3,1,0
173,Cliente_173,5.78,Retirada,PIX,2024-03-29 21:49:00,"Banana com Canela, Napolitana, Refrigerante Lata",52.0,3,1,1
111,Cliente_111,6.85,Entrega Padrão,Dinheiro,2024-01-17 20:34:00,"Milho com Bacon, Strogonoff de Frango, Strogonoff de Carne, Frango com Catupiry, Vegetariana",151.0,5,1,0
162,Cliente_162,14.27,Entrega Padrão,Dinheiro,2024-07-17 22:56:00,"Português, Atum, Strogonoff de Carne, Palmito, Sorvete, Cerveja Long Neck, Cerveja Lata",163.5,7,1,1
32,Cliente_32,2.53,Retirada,PIX,2024-09-30 19:08:00,"Napolitana, Cerveja Long Neck",37.5,2,1,1
66,Cliente_66,12.31,Entrega Rápida,PIX,2024-01-10 22:38:00,"Milho com Bacon, Strogonoff de Frango, Bacon, Refrigerante 2L",99.5,4,1,1
42,Cliente_42,3.53,Retirada,Cartão Débito,2024-07-06 21:17:00,"Camarão, Lombo com Catupiry, Chocolate com Morango, Refrigerante Lata",95.0,4,1,1
165,Cliente_165,1.89,Entrega Padrão,Cartão Débito,2024-12-19 18:21:00,"Strogonoff de Carne, Catupiry, Vegetariana, Lombo com Catupiry, Banana com Canela, Refrigerante 2L, Refrigerante 2L",161.0,7,1,1
195,Cliente_195,2.53,Entrega Padrão,Dinheiro,2024-02-27 18:21:00,Português,28.0,1,1,0
127,Cliente_127,11.3,Retirada,Cartão Débito,2024-07-29 21:37:00,"Vegetariana, Strogonoff de Carne, Napolitana, Mexicana, Mexicana, Cerveja Lata, Cerveja Lata",163.5,7,1,1
114,Cliente_114,10.74,Retirada,Dinheiro,2024-07-17 19:00:00,"Vegetariana, Milho com Bacon, Pepperoni, Frango com Catupiry",116.5,4,1,0
123,Cliente_123,1.99,Entrega Rápida,Cartão Débito,2024-06-06 19:36:00,"Strogonoff de Carne, Refrigerante 2L, Cerveja Long Neck",55.0,3,1,1
161,Cliente_161,5.27,Entrega Padrão,Dinheiro,2024-05-21 21:31:00,"Abacaxi, Bacon, Atum, Mussarela, Cerveja Long Neck, Cerveja Long Neck",153.5,6,1,1
93,Cliente_93,8.67,Entrega Rápida,PIX,2024-06-22 23:52:00,"Strogonoff de Carne, Cerveja Long Neck",45.0,2,1,1
55,Cliente_55,4.01,Entrega Padrão,Cartão Crédito,2024-04-24 19:11:00,"Palmito, Strogonoff de Carne, Sorvete, Palmito, Refrigerante Lata, Refrigerante 2L",133.0,6,1,1
88,Cliente_88,7.88,Retirada,Cartão Crédito,2024-10-06 23:36:00,"Mexicana, Camarão, Pesto",94.5,3,1,0
170,Cliente_170,9.62,Entrega Padrão,Dinheiro,2024-08-10 23:00:00,,0.0,0,0,0
49,Cliente_49,8.37,Entrega Rápida,Cartão Crédito,2024-11-20 20:42:00,"Chocolate com Morango, Sorvete",51.0,2,1,0
57,Cliente_57,7.64,Entrega Rápida,Dinheiro,2024-10-06 21:43:00,"Palmito, Quatro Queijos, Catupiry",88.0,3,1,0
15,Cliente_15,6.08,Entrega Rápida,Cartão Débito,2024-10-07 22:59:00,"Prestígio, Carne Seca, Frango com Catupiry, Refrigerante 2L, Cerveja Long Neck, Refrigerante 2L",120.5,6,1,1
73,Cliente_73,13.14,Retirada,Cartão Débito,2024-08-18 20:20:00,"Brócolis com Bacon, Alho e Óleo, Alho e Óleo, Brócolis com Bacon, Calabresa",139.5,5,1,0
52,Cliente_52,7.5,Entrega Rápida,PIX,2024-08-19 22:07:00,"Palmito, Margarida, Strogonoff de Carne, Banana com Canela, Strogonoff de Frango, Cerveja Lata, Cerveja Lata, Cerveja Long Neck",169.0,8,1,1
47,Cliente_47,4.97,Entrega Padrão,Cartão Débito,2024-07-10 21:06:00,"Margarida, Milho com Bacon, Camarão, Cerveja Long Neck, Refrigerante 2L",112.0,5,1,1
22,Cliente_22,6.32,Entrega Rápida,Dinheiro,2024-01-13 19:45:00,"Mussarela, Cerveja Long Neck",62.0,2,1,1
126,Cliente_126,2.9,Entrega Padrão,Cartão Débito,2024-11-16 22:08:00,Cerveja Long Neck,12.0,1,0,1
199,Cliente_199,11.74,Entrega Padrão,Cartão Débito,2024-01-30 22:11:00,"Palmito, Chocolate, Português",79.5,3,1,0
121,Cliente_121,4.53,Entrega Padrão,Dinheiro,2024-08-25 23:46:00,"Abacaxi, Catupiry",52.5,2,1,0
173,Cliente_173,2.22,Entrega Rápida,Cartão Crédito,2024-11-20 22:49:00,"Calabresa, Napolitana, Cerveja Long Neck, Refrigerante 2L",75.0,4,1,1
94,Cliente_94,4.13,Entrega Padrão,PIX,2024-07-18 18:51:00,,0.0,0,0,0
48,Cliente_48,11.63,Retirada,Dinheiro,2024-07-19 19:06:00,"Cerveja Long Neck, Refrigerante Lata, Cerveja Lata",24.0,3,0,1
39,Cliente_39,7.25,Entrega Padrão,Dinheiro,2024-10-13 20:38:00,"Atum, Strogonoff de Frango, Strogonoff de Frango, Calabresa, Cerveja Long Neck, Cerveja Long Neck",144.5,6,1,1
60,Cliente_60,8.73,Entrega Rápida,Dinheiro,2024-04-06 21:29:00,"Strogonoff de Frango, Chocolate, Refrigerante Lata",59.5,3,1,1
50,Cliente_50,6.49,Entrega Rápida,PIX,2024-08-25 23:47:00,"Milho com Bacon, Cerveja Lata, Cerveja Long Neck",47.5,3,1,1
83,Cliente_83,7.38,Retirada,Cartão Crédito,2024-03-20 19:15:00,"Prestígio, Strogonoff de Frango, Cerveja Lata, Cerveja Long Neck, Refrigerante 2L",86.0,5,1,1
61,Cliente_61,14.2,Entrega Padrão,PIX,2024-01-08 21:06:00,"Bacon, Palmito, Cerveja Lata, Cerveja Long Neck",77.0,4,1,1
149,Cliente_149,5.8,Entrega Padrão,Cartão Crédito,2024-09-22 19:54:00,"Cerveja Long Neck, Cerveja Long Neck",24.0,2,0,1
25,Cliente_25,13.85,Entrega Padrão,PIX,2024-04-10 20:01:00,"Napolitana, Carne Seca",59.5,2,1,0
137,Cliente_137,7.43,Entrega Rápida,Dinheiro,2024-10-02 20:35:00,"Frango com Catupiry, Vegetariana, Frango com Catupiry, Lombo com Catupiry, Cerveja Long Neck, Cerveja Long Neck",141.0,6,1,1
163,Cliente_163,8.16,Entrega Rápida,Cartão Débito,2024-04-14 18:45:00,"Refrigerante Lata, Refrigerante Lata, Cerveja Long Neck",22.0,3,0,1
40,Cliente_40,5.61,Entrega Padrão,Dinheiro,2024-04-15 23:59:00,"Catupiry, Prestígio, Catupiry, Cerveja Long Neck, Cerveja Lata, Refrigerante 2L",112.5,6,1,1
195,Cliente_195,14.74,Entrega Padrão,Cartão Crédito,2024-01-08 20:02:00,"Romeu e Julieta, Palmito, Carne Seca, Milho com Bacon, Refrigerante 2L, Cerveja Long Neck, Refrigerante 2L",147.5,7,1,1
176,Cliente_176,10.92,Entrega Padrão,Cartão Débito,2024-12-12 19:47:00,"Frango com Catupiry, Cerveja Long Neck, Refrigerante Lata, Refrigerante Lata",52.0,4,1,1
6,Cliente_6,8.09,Entrega Rápida,PIX,2024-01-27 22:33:00,"Brócolis com Bacon, Calabresa, Mussarela, Palmito, Cerveja Long Neck",149.0,5,1,1
110,Cliente_110,8.49,Entrega Padrão,Dinheiro,2024-12-21 19:01:00,,0.0,0,0,0
76,Cliente_76,4.58,Entrega Padrão,Dinheiro,2024-07-29 22:36:00,"Lombo com Catupiry, Lombo com Catupiry, Pesto, Cerveja Long Neck",99.5,4,1,1
64,Cliente_64,10.69,Retirada,Dinheiro,2024-07-23 20:39:00,,0.0,0,0,0
171,Cliente_171,0.53,Retirada,Cartão Débito,2024-08-10 19:36:00,"Quatro Queijos, Vegetariana, Margarida, Brócolis com Bacon, Refrigerante Lata, Refrigerante 2L, Refrigerante 2L",137.5,7,1,1
172,Cliente_172,10.69,Entrega Padrão,Dinheiro,2024-10-23 23:06:00,Quatro Queijos,29.0,1,1,0
121,Cliente_121,0.79,Entrega Padrão,PIX,2024-10-18 18:12:00,"Vegetariana, Chocolate com Morango, Pepperoni, Chocolate com Morango, Catupiry, Cerveja Long Neck, Cerveja Lata",156.5,7,1,1
175,Cliente_175,4.47,Entrega Rápida,Cartão Crédito,2024-01-16 18:29:00,"Chocolate com Morango, Alho e Óleo, Mussarela, Margarida, Vegetariana",154.5,5,1,0
148,Cliente_148,3.63,Entrega Rápida,Cartão Crédito,2024-10-25 22:17:00,"Frango com Catupiry, Palmito, Prestígio, Romeu e Julieta, Refrigerante 2L",117.5,5,1,1
91,Cliente_91,9.08,Retirada,PIX,2024-04-19 19:54:00,"Banana com Canela, Alho e Óleo, Refrigerante 2L, Cerveja Long Neck",69.5,4,1,1
200,Cliente_200,5.78,Entrega Rápida,Cartão Crédito,2024-07-24 19:12:00,"Bacon, Mexicana, Palmito, Palmito, Mussarela, Refrigerante Lata, Refrigerante 2L",184.5,7,1,1
29,Cliente_29,1.08,Entrega Padrão,Cartão Crédito,2024-01-29 18:23:00,"Camarão, Camarão, Quatro Queijos, Chocolate, Mussarela, Cerveja Lata, Cerveja Long Neck, Cerveja Long Neck",202.0,8,1,1
132,Cliente_132,3.25,Entrega Rápida,PIX,2024-07-05 20:08:00,"Lombo com Catupiry, Alho e Óleo, Banana com Canela, Frango com Catupiry, Calabresa, Cerveja Long Neck, Cerveja Lata, Cerveja Lata",161.0,8,1,1
83,Cliente_83,5.91,Retirada,Cartão Débito,2024-05-22 19:35:00,"Sorvete, Alho e Óleo, Cerveja Lata, Cerveja Lata",66.0,4,1,1
124,Cliente_124,12.12,Retirada,PIX,2024-09-08 20:31:00,"Mussarela, Strogonoff de Carne, Cerveja Lata, Refrigerante Lata",95.0,4,1,1
111,Cliente_111,2.77,Retirada,Cartão Débito,2024-09-14 22:41:00,"Chocolate com Morango, Carne Seca, Brócolis com Bacon, Cerveja Long Neck",101.0,4,1,1
53,Cliente_53,6.48,Entrega Rápida,Cartão Crédito,2024-09-07 21:29:00,"Bacon, Margarida, Português, Sorvete, Refrigerante Lata, Refrigerante 2L, Cerveja Long Neck",136.0,7,1,1
5,Cliente_5,14.4,Entrega Padrão,Dinheiro,2024-02-06 19:00:00,"Banana com Canela, Cerveja Lata, Refrigerante Lata",33.5,3,1,1
195,Cliente_195,2.3,Entrega Padrão,PIX,2024-12-05 23:28:00,Refrigerante Lata,5.0,1,0,1
57,Cliente_57,4.0,Retirada,Cartão Débito,2024-04-03 22:09:00,"Português, Milho com Bacon, Cerveja Lata, Refrigerante Lata, Refrigerante 2L",78.5,5,1,1
95,Cliente_95,1.21,Retirada,Dinheiro,2024-02-04 18:19:00,Cerveja Long Neck,12.0,1,0,1
189,Cliente_189,1.18,Entrega Rápida,Dinheiro,2024-04-30 18:20:00,Quatro Queijos,29.0,1,1,0
28,Cliente_28,3.5,Retirada,Dinheiro,2024-10-09 19:31:00,Atum,28.0,1,1,0
